"Sampl","Ind","Obs","S1","S2","Q1","Q2","Jack1ab","Jack1abP","Jack1in","Jack1inP","Jack2ab","Jack2abP","Jack2in","Jack2inP","Chao1","Chao1P","Chao2","Chao2P"
127,112.35,16.32,4.94,1.82,4.94,1.82,21.26,23.3931535591053,21.2211023622047,23.3500278684374,24.38,26.8999208520968,24.3061854768154,26.8169607076041,21.4576666666667,23.7218780345709,21.4576666666667,23.7218780345709
128,113.13,16.34,4.93,1.84,4.93,1.84,21.27,23.3929144416568,21.231484375,23.3502286661128,24.36,26.8662236835971,24.2874649360236,26.7846955529864,21.5243333333333,23.7888004053574,21.5243333333333,23.7888004053574
129,114.11,16.35,4.88,1.87,4.88,1.87,21.23,23.3072387203879,21.1921705426357,23.265384596514,24.24,26.6863713557174,24.169886749031,26.6076645375663,21.4088333333333,23.6204328251758,21.4088333333333,23.6204328251758
130,114.83,16.37,4.89,1.86,4.89,1.86,21.26,23.3382867848343,21.2223846153846,23.2966820740871,24.29,26.7366161383731,24.2199660107335,26.6580732795262,21.4281666666667,23.6381191717733,21.4281666666667,23.6381191717733
131,115.69,16.4,4.89,1.87,4.89,1.87,21.29,23.352604400632,21.2526717557252,23.3113649838149,24.31,26.7336969199123,24.2407298884322,26.656148631386,21.3856666666667,23.5681924999054,21.3856666666667,23.5681924999054
132,116.59,16.46,4.93,1.87,4.93,1.87,21.39,23.4836636614973,21.3526515151515,23.4423572198947,24.45,26.9112458574693,24.3803464029609,26.8332291635581,21.344,23.5308543807116,21.344,23.5308543807116
133,117.44,16.53,5,1.86,5,1.86,21.53,23.6708850476086,21.4924060150376,23.6292604793506,24.67,27.19000567855,24.5990669856459,27.1105121312271,21.5265,23.7620339476815,21.5265,23.7620339476815
134,118.27,16.59,5.03,1.86,5.03,1.86,21.62,23.7773113537302,21.5824626865672,23.7357403575192,24.79,27.3290821883658,24.7189254853552,27.2494516583648,21.6111666666667,23.8617580226717,21.6111666666667,23.8617580226717
135,119.19,16.62,5.01,1.9,5.01,1.9,21.63,23.7666558887596,21.5928888888889,23.7255894930599,24.74,27.2516723001186,24.6707838584854,27.1741136741167,21.5953333333333,23.8277440463704,21.5953333333333,23.8277440463704
136,120.07,16.62,4.99,1.91,4.99,1.91,21.61,23.729693600951,21.5733088235294,23.6891156718784,24.69,27.1804772919887,24.6219547930283,27.104244437439,21.5753333333333,23.791854929788,21.5753333333333,23.791854929788
137,121.11,16.66,4.97,1.96,4.97,1.96,21.63,23.7247993348688,21.5937226277372,23.6847243335899,24.64,27.0951011093231,24.5739823958781,27.0211850993736,21.4548333333333,23.6317471458825,21.4548333333333,23.6317471458825
138,122.03,16.68,4.98,1.94,4.98,1.94,21.66,23.7590276528994,21.6239130434783,23.7191639969889,24.7,27.1615522845086,24.6338104305511,27.0874733527686,21.5115,23.6951942050479,21.5115,23.6951942050479
139,122.92,16.76,5.02,1.95,5.02,1.95,21.78,23.9119119944151,21.7438848920863,23.8719654197689,24.85,27.3563165316562,24.7836393493901,27.2818669618639,21.8398333333333,24.0996224639718,21.8398333333333,24.0996224639718
140,123.62,16.77,4.99,1.93,4.99,1.93,21.76,23.8642539272054,21.7243571428571,23.8248719713828,24.82,27.292943455262,24.754329393628,27.2193644050314,21.8833333333333,24.1228191391788,21.8833333333333,24.1228191391788
141,124.52,16.8,5.01,1.91,5.01,1.91,21.81,23.9327135322852,21.7744680851064,23.8934225000552,24.91,27.4091031077668,24.8439457953394,27.3350328307824,22.0041666666667,24.2744228570553,22.0041666666667,24.2744228570553
142,125.3,16.83,5.03,1.92,5.03,1.92,21.86,23.9987311400255,21.8245774647887,23.9595364494903,24.97,27.489876109255,24.9041998801319,27.4160159143159,22.085,24.3789466093449,22.085,24.3789466093449
143,126.48,16.84,5.03,1.89,5.03,1.89,21.87,24.0086158161876,21.8348251748252,23.9696950634819,25.01,27.5329885631949,24.9440327981877,27.4589501467113,22.2158333333333,24.5267577763908,22.2158333333333,24.5267577763908
144,127.39,16.86,5.02,1.91,5.02,1.91,21.88,24.0066159628993,21.8451388888889,23.9680622491695,24.99,27.4965643159769,24.9251155788656,27.4237569330178,22.1908333333333,24.4874665405147,22.1908333333333,24.4874665405147
145,128.13,16.92,5.06,1.9,5.06,1.9,21.98,24.1150609873579,21.9451034482759,24.0765004118889,25.14,27.6539332794665,25.0745296934866,27.5806169364903,22.2341666666667,24.5294543071827,22.2341666666667,24.5294543071827
146,128.98,17,5.11,1.91,5.11,1.91,22.11,24.2623595970237,22.075,24.2237015383446,25.31,27.8408181504601,25.2441563533302,27.7671906072972,22.3101666666667,24.6115188309229,22.3101666666667,24.6115188309229
147,129.91,17,5.09,1.89,5.09,1.89,22.09,24.2261402967546,22.0553741496599,24.187916911319,25.29,27.8022004748999,25.2246058149287,27.7291244738046,22.231,24.5038505835508,22.231,24.5038505835508
148,130.69,17.03,5.09,1.92,5.09,1.92,22.12,24.2569903254562,22.0856081081081,24.2190200368047,25.29,27.8021560450733,25.2256549917264,27.7301992276734,22.1951666666667,24.4620055927587,22.1951666666667,24.4620055927587
149,131.49,17.06,5.08,1.95,5.08,1.95,22.14,24.2610069429964,22.1059060402685,24.2233976628847,25.27,27.758903743608,25.2068914384183,27.6883807948774,22.1421666666667,24.3878367501127,22.1421666666667,24.3878367501127
150,132.15,17.06,5.07,1.95,5.07,1.95,22.13,24.2429991304964,22.0962,24.2057231310021,25.25,27.7294562955111,25.1875127516779,27.6596329713268,22.1321666666667,24.3706149183653,22.1321666666667,24.3706149183653
151,133.03,17.08,5.07,1.93,5.07,1.93,22.15,24.2593905827023,22.1164238410596,24.2223711715617,25.29,27.7669617754414,25.2275306843267,27.6971829941336,22.1768333333333,24.4153406918892,22.1768333333333,24.4153406918892
152,134.03,17.13,5.1,1.94,5.1,1.94,22.23,24.3568126212345,22.1964473684211,24.3198088360832,25.39,27.8870619505877,25.3275470547229,27.8172947288985,22.2468333333333,24.499081400591,22.2468333333333,24.499081400591
153,134.89,17.14,5.09,1.95,5.09,1.95,22.23,24.344906263103,22.1967320261438,24.3082365696226,25.37,27.8503388753282,25.3083475232198,27.7815143869525,22.1985,24.432897270689,22.1985,24.432897270689
154,135.69,17.16,5.08,1.96,5.08,1.96,22.24,24.3494852929366,22.207012987013,24.3131255952773,25.36,27.8357006041237,25.2991375944317,27.7676976329853,22.2585,24.4958239031741,22.2585,24.4958239031741
155,136.52,17.17,5.06,1.97,5.06,1.97,22.23,24.3212387768397,22.1973548387097,24.2852803178777,25.32,27.7714277082824,25.2601110180142,27.7045609023111,22.1981666666667,24.4110654385478,22.1981666666667,24.4110654385478
156,137.46,17.19,5.03,2.01,5.03,2.01,22.22,24.2745810703584,22.1877564102564,24.2391273093374,25.24,27.6396417212092,25.1818399503722,27.5748394495502,21.9776666666667,24.1246061836043,21.9776666666667,24.1246061836043
157,138.19,17.2,5.01,2.02,5.01,2.02,22.21,24.2398388855283,22.1780891719745,24.2047943229052,25.2,27.5659293870108,25.1427837661277,27.5022846760634,21.831,23.931159897921,21.831,23.931159897921
158,139.07,17.2,5,2.03,5,2.03,22.2,24.2186969102197,22.1683544303797,24.1839622483289,25.17,27.5201577820725,25.1135257598968,27.4573836674894,21.776,23.8586136016247,21.776,23.8586136016247
159,139.9,17.22,5.01,2.03,5.01,2.03,22.23,24.2527126819314,22.1984905660377,24.218128346435,25.21,27.5637586642786,25.1536927792373,27.5011990090364,21.781,23.864432731125,21.781,23.864432731125
160,140.83,17.25,5.02,2.02,5.02,2.02,22.27,24.2948364594449,22.238625,24.260404272248,25.27,27.6269572470887,25.2136705974843,27.5643944072746,21.8376666666667,23.9252693440018,21.8376666666667,23.9252693440018
161,141.83,17.27,4.98,2.07,4.98,2.07,22.25,24.2259289840882,22.2190683229814,24.1920677471763,25.16,27.4474454634264,25.1056960403727,27.3873306321863,21.6318333333333,23.6430989171094,21.6318333333333,23.6430989171094
162,142.65,17.29,4.97,2.08,4.97,2.08,22.26,24.2192887089803,22.2293209876543,24.1857344490449,25.15,27.4161428405036,25.0964017329959,27.3568559958788,21.6868333333333,23.6898740612847,21.6868333333333,23.6898740612847
163,143.83,17.3,4.96,2.04,4.96,2.04,22.26,24.2053475965877,22.2295705521472,24.1720917364263,25.18,27.4292874793845,25.1261804135424,27.3698679706227,21.656,23.639315886572,21.656,23.639315886572
164,144.64,17.33,4.96,2.04,4.96,2.04,22.29,24.2239492028075,22.259756097561,24.190928162543,25.21,27.4414654878427,25.1565090528206,27.3825262615334,21.5268333333333,23.4629123354094,21.5268333333333,23.4629123354094
165,145.65,17.34,4.96,2.05,4.96,2.05,22.3,24.2326649745192,22.2699393939394,24.1998468934977,25.21,27.4397148791025,25.1570151515152,27.3813232868439,21.5443333333333,23.480979958973,21.5443333333333,23.480979958973
166,146.48,17.41,5.01,2.06,5.01,2.06,22.42,24.3689949178868,22.3898192771084,24.336057448502,25.37,27.6151530314195,25.3166115370573,27.556406418495,21.611,23.5573759696569,21.611,23.5573759696569
167,147.5,17.44,5.01,2.08,5.01,2.08,22.45,24.3933305366659,22.42,24.3606042560072,25.38,27.6164069828912,25.3272902387995,27.5584265239545,21.6335,23.5743697540988,21.6335,23.5743697540988
168,148.45,17.46,5.01,2.07,5.01,2.07,22.47,24.4085398578672,22.4401785714286,24.3760205525741,25.41,27.6407778445256,25.3574262189906,27.5829797893282,21.6401666666667,23.5731055857589,21.6401666666667,23.5731055857589
169,149.24,17.49,5.02,2.06,5.02,2.06,22.51,24.4456659715547,22.4802958579882,24.4132934169797,25.47,27.6959802439767,25.4173830656523,27.6382041436403,21.6526666666667,23.5770565618125,21.6526666666667,23.5770565618125
170,150.11,17.5,4.98,2.09,4.98,2.09,22.48,24.3779954174943,22.4507058823529,24.3461198485256,25.37,27.5459353777527,25.3189272537417,27.4899522080132,21.5458333333333,23.4257485375049,21.5458333333333,23.4257485375049
171,150.86,17.57,5.04,2.06,5.04,2.06,22.61,24.5419629587578,22.5805263157895,24.5098713328858,25.59,27.8088048245333,25.5376484348125,27.7514154135356,21.7525,23.6725048104328,21.7525,23.6725048104328
172,151.77,17.62,5.07,2.04,5.07,2.04,22.69,24.6397111757898,22.660523255814,24.607602271135,25.72,27.9622101400637,25.6670818033456,27.9041847694221,21.8816666666667,23.8285066546921,21.8816666666667,23.8285066546921
173,152.68,17.64,5.06,2.05,5.06,2.05,22.7,24.6271672907589,22.6707514450867,24.5953546289475,25.71,27.9189732640224,25.6577345745396,27.8618155927385,21.6366666666667,23.5110322174431,21.6366666666667,23.5110322174431
174,153.46,17.64,5.04,2.06,5.04,2.06,22.68,24.5893277845861,22.6510344827586,24.5578451799342,25.66,27.846102893652,25.6085522556641,27.7898778096142,21.5916666666667,23.4469427112702,21.5916666666667,23.4469427112702
175,154.32,17.67,5.06,2.04,5.06,2.04,22.73,24.6506953141687,22.7010857142857,24.6192611728776,25.75,27.9520267370456,25.6981615763547,27.8953602462067,21.7616666666667,23.6446181245728,21.7616666666667,23.6446181245728
176,155.35,17.69,5.04,2.04,5.04,2.04,22.73,24.6258505963251,22.7013636363636,24.5947581315584,25.73,27.8998249129608,25.6787974025974,27.8439471592038,21.66,23.5022425247323,21.66,23.5022425247323
177,156.22,17.7,5.02,2.02,5.02,2.02,22.72,24.5999539283769,22.6916384180791,24.5691773432788,25.72,27.872391348947,25.6690876990241,27.8168564883858,21.6633333333333,23.4913833701336,21.6633333333333,23.4913833701336
178,157.09,17.73,5,2.06,5,2.06,22.73,24.580957072667,22.7019101123596,24.5505235499705,25.67,27.7799864173502,25.620384053831,27.7259997887803,21.4483333333333,23.2182312965677,21.4483333333333,23.2182312965677
179,158.04,17.74,4.99,2.05,4.99,2.05,22.73,24.5682899405677,22.7021229050279,24.538105880214,25.67,27.7650148180187,25.6206619170171,27.7113691803787,21.4353333333333,23.1917461299607,21.4353333333333,23.1917461299607
180,158.92,17.74,4.97,2.02,4.97,2.02,22.71,24.5335498749813,22.6823888888889,24.5036682480433,25.66,27.7395175116275,25.6107706393544,27.6860172836296,21.4258333333333,23.1685492293351,21.4258333333333,23.1685492293351
181,159.92,17.78,5,2.02,5,2.02,22.78,24.6194534887757,22.7523756906077,24.5895492211347,25.76,27.8579196302704,25.7105457335789,27.8041766614948,21.5016666666667,23.2600950199887,21.5016666666667,23.2600950199887
182,160.81,17.8,5,2.01,5,2.01,22.8,24.6338552146076,22.7725274725275,24.6041280599773,25.79,27.8803518144731,25.7406532693826,27.8267724477294,21.4866666666667,23.234796737277,21.4866666666667,23.234796737277
183,161.73,17.86,5.04,1.97,5.04,1.97,22.9,24.7515653985246,22.8724590163934,24.7217615615671,25.97,28.0831251268209,25.9196129826458,28.0284456650397,21.6033333333333,23.3675969985057,21.6033333333333,23.3675969985057
184,162.71,17.89,5.05,1.95,5.05,1.95,22.94,24.7909137344344,22.9125543478261,24.7612238881937,26.04,28.1523707361485,25.9893986101212,28.0975019618361,21.6333333333333,23.3946189622136,21.6333333333333,23.3946189622136
185,163.4,17.91,5.03,1.98,5.03,1.98,22.94,24.7674759540935,22.9128108108108,24.7380976615312,25.99,28.0694962007134,25.940482373678,28.0158872659305,21.5383333333333,23.2667907764731,21.5383333333333,23.2667907764731
186,164.15,17.94,5.01,2.03,5.01,2.03,22.95,24.7515799395398,22.923064516129,24.7225149628812,25.93,27.9714550827139,25.8818764893926,27.9194580785007,21.4083333333333,23.09721517087,21.4083333333333,23.09721517087
187,165.03,17.97,5.02,2.02,5.02,2.02,22.99,24.7909282754496,22.9631550802139,24.7619715096552,25.99,28.0298075526507,25.9418135817377,27.9777843604074,21.4166666666667,23.1001588776397,21.4166666666667,23.1001588776397
188,165.99,17.97,4.99,1.99,4.99,1.99,22.96,24.7341690161904,22.9334574468085,24.7055706689689,25.96,27.9677377290786,25.9120710547275,27.9160772737226,21.3383333333333,22.9897000975408,21.3383333333333,22.9897000975408
189,167,18,5,2,5,2,23,24.7746913580247,22.973544973545,24.7461950486642,26,28.0061728395062,25.9523246650906,27.9548188522118,21.3333333333333,22.9794238683128,21.3333333333333,22.9794238683128
