"Sampl","Ind","Obs","S1","S2","Q1","Q2","Jack1ab","Jack1abP","Jack1in","Jack1inP","Jack2ab","Jack2abP","Jack2in","Jack2inP","Chao1","Chao1P","Chao2","Chao2P"
125,148.94,17.91,4.81,2.81,4.81,2.81,22.72,24.5045017555299,22.68152,24.4627306458544,24.72,26.7299125546408,24.6718187096774,26.6763094065647,21.4741904761905,23.2266592409999,21.4741904761905,23.2266592409999
126,150.29,18,4.85,2.84,4.85,2.84,22.85,24.6386955514809,22.8115079365079,24.5969441977612,24.86,26.8717278851902,24.8119625396825,26.8183682176743,21.5735595238095,23.3292841932588,21.5735595238095,23.3292841932588
127,151.62,18.01,4.8,2.84,4.8,2.84,22.81,24.5607634639572,22.7722047244094,24.5198234961772,24.77,26.7374972217376,24.7235233095863,26.6858894225506,21.4374880952381,23.1413104958463,21.4374880952381,23.1413104958463
128,153,18.06,4.81,2.87,4.81,2.87,22.87,24.6268804667667,22.832421875,24.5861668326726,24.81,26.7835472091557,24.7643546998031,26.7328124215529,21.5094880952381,23.2251381002032,21.5094880952381,23.2251381002032
129,154.29,18.1,4.77,2.88,4.77,2.88,22.87,24.5880939673886,22.833023255814,24.54810314688,24.76,26.685362091355,24.7158720930233,26.6364030005529,21.445869047619,23.117147672521,21.445869047619,23.117147672521
130,155.67,18.2,4.82,2.9,4.82,2.9,23.02,24.7629127252872,22.9829230769231,24.7227961461615,24.94,26.893310451813,24.895519379845,26.8439634823601,21.6125357142857,23.3098622532102,21.6125357142857,23.3098622532102
131,156.75,18.22,4.76,2.97,4.76,2.97,22.98,24.660578169915,22.9436641221374,24.6213881308281,24.77,26.6375841368038,24.7288332354668,26.5921238187627,21.3984880952381,23.0094839668619,21.3984880952381,23.0094839668619
132,157.95,18.24,4.74,3,4.74,3,22.98,24.6466643663302,22.9440909090909,24.6079522407193,24.72,26.5719120753207,24.680281054823,26.527972270642,21.41875,23.019461109087,21.41875,23.019461109087
133,159.48,18.27,4.71,3,4.71,3,22.98,24.6256292424889,22.9445864661654,24.5874769927781,24.69,26.5185199608373,24.6512576896787,26.4756419656813,21.4173452380952,22.9987077463309,21.4173452380952,22.9987077463309
134,160.68,18.37,4.76,3.03,4.76,3.03,23.13,24.8009819045536,23.0944776119403,24.7626899506325,24.86,26.7172616438636,24.8210986421277,26.6741794724984,21.599369047619,23.2168972654627,21.599369047619,23.2168972654627
135,161.86,18.45,4.79,3.06,4.79,3.06,23.24,24.9246299477764,23.2045185185185,24.8863730302257,24.97,26.8426117402645,24.9313864013267,26.7998104476909,21.721869047619,23.3558098992845,21.721869047619,23.3558098992845
136,163.24,18.48,4.79,3.05,4.79,3.05,23.27,24.950403367738,23.2347794117647,24.9124391438565,25.01,26.8775435181374,24.9714515250545,26.8348568212306,21.7454047619048,23.3749714452751,21.7454047619048,23.3749714452751
137,164.6,18.53,4.77,3.05,4.77,3.05,23.3,24.9582802650903,23.2651824817518,24.9207932670422,25.02,26.8608064066426,24.9821720695578,26.8189717212441,21.7742142857143,23.3810033274489,21.7742142857143,23.3810033274489
138,165.72,18.56,4.78,3.02,4.78,3.02,23.34,25.0024294723316,23.3053623188406,24.965134214007,25.1,26.9479801923719,25.0615793927854,26.9055162898613,21.844619047619,23.4585714975719,21.844619047619,23.4585714975719
139,166.86,18.57,4.75,2.99,4.75,2.99,23.32,24.958331572978,23.2858273381295,24.9215713279043,25.08,26.9013895700925,25.0418585131894,26.8592879838724,21.8354523809524,23.4287416639397,21.8354523809524,23.4287416639397
140,168.14,18.61,4.76,2.98,4.76,2.98,23.37,25.0105462954803,23.336,24.9739725431929,25.15,26.9737112432563,25.111704008222,26.9314811844898,21.8547857142857,23.4512242087567,21.8547857142857,23.4512242087567
141,169.21,18.62,4.71,3.02,4.71,3.02,23.33,24.9376715223032,23.2965957446809,24.9017756674936,25.02,26.8049351913341,24.9838895643364,26.7650443710275,21.80175,23.3654156892456,21.80175,23.3654156892456
142,170.34,18.66,4.7,3.05,4.7,3.05,23.36,24.9617359169905,23.3269014084507,24.9261714745914,25.01,26.7880834522783,24.9749885126361,26.7493376321449,21.8284166666667,23.3878193690608,21.8284166666667,23.3878193690608
143,171.55,18.69,4.71,3.03,4.71,3.03,23.4,25.0092048110955,23.3670629370629,24.9738027179785,25.08,26.8705986827654,25.044606027775,26.8313908183521,22.0075833333333,23.5915651743928,22.0075833333333,23.5915651743928
144,172.67,18.74,4.74,3.01,4.74,3.01,23.48,25.0990842731374,23.4470833333333,25.0637095750738,25.21,27.0101357260357,25.1738121600622,26.9701675841183,21.9659166666667,23.5412658403116,21.9659166666667,23.5412658403116
145,173.73,18.76,4.74,3.01,4.74,3.01,23.5,25.1214355609705,23.4673103448276,25.086296478611,25.23,27.0350901323008,25.1940627394636,26.9953449078187,22.04125,23.6267233704295,22.04125,23.6267233704295
146,174.91,18.79,4.73,2.99,4.73,2.99,23.52,25.1357157739429,23.487602739726,25.1008913176709,25.26,27.0621374838799,25.2241053377421,27.0224043051965,22.1091071428571,23.6973414360785,22.1091071428571,23.6973414360785
147,176.12,18.83,4.65,3.1,4.65,3.1,23.48,25.0220229952353,23.4483673469388,24.988137933966,25.03,26.7316719643611,24.9982229056006,26.6966287389621,21.7719404761905,23.2546252166042,21.7719404761905,23.2546252166042
148,177.28,18.86,4.64,3.12,4.64,3.12,23.5,25.03864983623,23.4686486486486,25.0050637809629,25.02,26.7177840314816,24.9890457804744,26.6835962312385,21.7824880952381,23.2614711601961,21.7824880952381,23.2614711601961
149,178.41,18.92,4.67,3.14,4.67,3.14,23.59,25.1485768804488,23.5586577181208,25.1149764090306,25.12,26.8419320069271,25.0890522401596,26.8076873673809,21.8885833333333,23.3880001712797,21.8885833333333,23.3880001712797
150,179.43,18.95,4.64,3.19,4.64,3.19,23.59,25.1250228330496,23.5590666666667,25.0918908381506,25.04,26.7319635662103,25.0108572706935,26.6996742880794,21.8625833333333,23.3389570826656,21.8625833333333,23.3389570826656
151,180.66,19.01,4.65,3.2,4.65,3.2,23.66,25.1987683061842,23.6292052980132,25.1657816982339,25.11,26.8065790626917,25.0810507726269,26.7744868769313,21.9524166666667,23.4406457797097,21.9524166666667,23.4406457797097
152,181.82,19.01,4.61,3.2,4.61,3.2,23.62,25.1332624222575,23.5896710526316,25.1008014345746,25.03,26.697035644252,25.0020316312304,26.666024857982,21.9055119047619,23.3692125373055,21.9055119047619,23.3692125373055
153,183.07,19.03,4.6,3.2,4.6,3.2,23.63,25.1288974415796,23.5999346405229,25.0967458695062,25.03,26.6774425378261,25.0024114207086,26.6469339718939,21.8654166666667,23.309511237626,21.8654166666667,23.309511237626
154,184.18,19.04,4.59,3.2,4.59,3.2,23.63,25.1218478784662,23.6001948051948,25.0899825482898,25.02,26.6590368916444,24.9927862660216,26.6289486211714,21.8569523809524,23.2937319117528,21.8569523809524,23.2937319117528
155,185.36,19.07,4.55,3.24,4.55,3.24,23.62,25.0786664818184,23.5906451612903,25.0473300437154,24.93,26.5252770490808,24.9045094260578,26.4971352552218,21.759119047619,23.1524324081674,21.759119047619,23.1524324081674
156,186.57,19.08,4.52,3.24,4.52,3.24,23.6,25.0406246521258,23.5710256410256,25.0097102625363,24.88,26.4552904679141,24.8552506203474,26.4279444140141,21.7506904761905,23.1291460869084,21.7506904761905,23.1291460869084
157,187.64,19.09,4.51,3.25,4.51,3.25,23.6,25.0282458424066,23.5712738853503,24.9976194789311,24.86,26.418396441547,24.8357908704883,26.3916934908339,21.7015238095238,23.0616986411131,21.7015238095238,23.0616986411131
158,188.88,19.15,4.5,3.3,4.5,3.3,23.65,25.0587601168842,23.6215189873418,25.0284350402256,24.85,26.3799165451686,24.8270821575425,26.354691402727,21.6560238095238,22.9855421592326,21.6560238095238,22.9855421592326
159,190.02,19.18,4.46,3.36,4.46,3.36,23.64,25.0127480661678,23.6119496855346,24.9829367689339,24.74,26.2209901567072,24.7191115357058,26.1980525520147,21.4253571428571,22.6873997313631,21.4253571428571,22.6873997313631
160,191.1,19.21,4.49,3.34,4.49,3.34,23.7,25.09349090328,23.6719375,25.0636409257348,24.85,26.3578370155698,24.8283062106918,26.3339924893961,21.5186904761905,22.8031964437418,21.5186904761905,22.8031964437418
161,192.15,19.24,4.47,3.36,4.47,3.36,23.71,25.0847718589587,23.6822360248447,25.0552675209739,24.82,26.3050371540739,24.7991863354037,26.2821622598668,21.5307619047619,22.7988102347984,21.5307619047619,22.7988102347984
162,193.31,19.28,4.44,3.43,4.44,3.43,23.72,25.0726164795257,23.6925925925926,25.0435161849919,24.73,26.1867537352442,24.7111647879764,26.1659835333819,21.5159285714286,22.7629940534092,21.5159285714286,22.7629940534092
163,194.48,19.29,4.45,3.41,4.45,3.41,23.74,25.0998003138679,23.7126993865031,25.0708041600686,24.78,26.2464116744391,24.7607297583882,26.2251728316403,21.5465952380952,22.8012933327317,21.5465952380952,22.8012933327317
164,195.87,19.35,4.41,3.45,4.41,3.45,23.76,25.0879907060407,23.7331097560976,25.0594695156373,24.72,26.1464957240133,24.7023099655843,26.1269974476406,21.5229523809524,22.7460148705377,21.5229523809524,22.7460148705377
165,197.1,19.4,4.36,3.51,4.36,3.51,23.76,25.0472468874299,23.7335757575758,25.0192707374851,24.61,25.9862420647677,24.5944157427938,25.9690335393866,21.4865714285714,22.6715449851802,21.4865714285714,22.6715449851802
166,198.14,19.42,4.37,3.5,4.37,3.5,23.79,25.0795887609978,23.7636746987952,25.0517199865642,24.66,26.0387630507121,24.644149324571,26.0212946930752,21.5134047619048,22.7003509211947,21.5134047619048,22.7003509211947
167,199.45,19.46,4.35,3.53,4.35,3.53,23.81,25.0802310499747,23.7839520958084,25.0526845008392,24.63,25.9835655883309,24.6151421253878,25.9672046641815,21.5009047619048,22.6673732075543,21.5009047619048,22.6673732075543
168,200.45,19.48,4.34,3.53,4.34,3.53,23.82,25.0800976440582,23.7941666666667,25.0527935211052,24.63,25.9714495131986,24.6154098944967,25.9554007882476,21.5039047619048,22.6597659236931,21.5039047619048,22.6597659236931
169,201.64,19.5,4.32,3.55,4.32,3.55,23.82,25.0632614645499,23.7944378698225,25.0362660544147,24.59,25.9099043976075,24.5762063257256,25.8947443659211,21.4679047619048,22.6057161245241,21.4679047619048,22.6057161245241
170,202.8,19.5,4.24,3.63,4.24,3.63,23.74,24.9316725448824,23.7150588235294,24.9053870735293,24.35,25.6060185250313,24.3391089453533,25.5939862383594,21.3385714285714,22.425890344284,21.3385714285714,22.425890344284
171,203.95,19.52,4.23,3.63,4.23,3.63,23.75,24.936053477477,23.7252631578947,24.9099872077972,24.35,25.6005185788941,24.3393488132095,25.5887308228316,21.3572380952381,22.4405909375435,21.3572380952381,22.4405909375435
172,205.25,19.54,4.21,3.66,4.21,3.66,23.75,24.9197498071169,23.725523255814,24.8939783749098,24.3,25.5291276243177,24.2902825377397,25.5183689500097,21.3277380952381,22.3943035227787,21.3277380952381,22.3943035227787
173,206.55,19.59,4.2,3.71,4.2,3.71,23.79,24.9499795303799,23.7657225433526,24.9244301826925,24.28,25.4961769380109,24.2713782094368,25.4865751198203,21.3469047619048,22.4035644670569,21.3469047619048,22.4035644670569
174,207.85,19.63,4.2,3.72,4.2,3.72,23.83,24.9822329921288,23.8058620689655,24.9568486002959,24.31,25.5147064086173,24.3016005581025,25.5053967908537,21.3357380952381,22.3786725256048,21.3357380952381,22.3786725256048
175,209.01,19.67,4.2,3.74,4.2,3.74,23.87,25.018880241695,23.846,24.9936466186912,24.33,25.5308967896164,24.3219914614121,25.5219911572521,21.3764523809524,22.4173390739678,21.3764523809524,22.4173390739678
176,210.25,19.71,4.2,3.77,4.2,3.77,23.91,25.0528871669028,23.8861363636364,25.0278097362609,24.34,25.5312111940485,24.3325480519481,25.522930173983,21.3854523809524,22.4179305975135,21.3854523809524,22.4179305975135
177,211.51,19.74,4.16,3.82,4.16,3.82,23.9,25.0074682115865,23.8764971751412,24.9828194005321,24.24,25.3851587334564,24.234114663585,25.3786292732426,21.2939523809524,22.2852416345078,21.2939523809524,22.2852416345078
178,212.7,19.76,4.15,3.85,4.15,3.85,23.91,25.0071895412264,23.8866853932584,24.9827529188612,24.21,25.3414354647584,24.2048216212785,25.3356746554442,21.2884523809524,22.2696992660868,21.2884523809524,22.2696992660868
179,213.88,19.78,4.16,3.82,4.16,3.82,23.94,25.042026729592,23.9167597765363,25.0176641705159,24.28,25.4182030547861,24.2741817839433,25.4117733617535,21.3254523809524,22.3115653464192,21.3254523809524,22.3115653464192
180,215.1,19.8,4.14,3.85,4.14,3.85,23.94,25.0222556077084,23.917,24.9981731772692,24.23,25.3420211988304,24.2250471756673,25.3365671580383,21.285619047619,22.2509737351542,21.285619047619,22.2509737351542
181,216.28,19.83,4.13,3.88,4.13,3.88,23.96,25.0309338180979,23.937182320442,25.0070576207894,24.21,25.3073081948292,24.205737262124,25.3026032414599,21.286619047619,22.2413073733676,21.286619047619,22.2413073733676
182,217.69,19.88,4.12,3.92,4.12,3.92,24,25.056675854109,23.9773626373626,25.0330099081205,24.2,25.2785278624192,24.1965842996782,25.2747469447253,21.3033333333333,22.2446178185596,21.3033333333333,22.2446178185596
183,218.85,19.9,4.13,3.89,4.13,3.89,24.03,25.0897955909511,24.0074316939891,25.0662015109315,24.27,25.3525186518929,24.265948777998,25.3480899668254,21.328,22.2717391920591,21.328,22.2717391920591
184,220.03,19.92,4.13,3.88,4.13,3.88,24.05,25.106221398892,24.0275543478261,25.0827623867126,24.3,25.3788369806094,24.2958086837729,25.3742720662289,21.352,22.2933303047091,21.352,22.2933303047091
185,221.29,19.92,4.11,3.88,4.11,3.88,24.03,25.072421398892,24.0077837837838,25.0492178408325,24.26,25.3222369806094,24.2561562867215,25.3180671497114,21.318,22.2454703047091,21.318,22.2454703047091
186,222.69,19.94,4.06,3.95,4.06,3.95,24,25.0093585872576,23.9781720430108,24.9865954822327,24.11,25.1311627423823,24.10811101424,25.1290786552136,21.258,22.1537235595568,21.258,22.1537235595568
187,223.73,19.95,3.98,4.01,3.98,4.01,23.93,24.8874988227147,23.9087165775401,24.8653581028634,23.9,24.8584022853186,23.9003659939049,24.8587492020202,21.151,21.997459632964,21.151,21.997459632964
188,224.85,19.96,3.98,4,3.98,4,23.94,24.8955890581717,23.918829787234,24.8735696874816,23.92,24.8762918282548,23.9202053703493,24.8764814632265,21.158,22.0026307063712,21.158,22.0026307063712
189,226,20,4,4,4,4,24,24.96,23.978835978836,24.9379894179894,24,24.96,23.9998874254193,24.9598829224361,21.2,22.048,21.2,22.048
